Starting Dynare (version 6.1).
Calling Dynare with arguments: -ID:\BIG12-Calibrated-KB/eagleParsingTemp/submodules savemacro
WARNING: Unknown symbol AUX_ENDO_LAG_8436_3 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_8419_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_8515_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_8515_2 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_8515_3 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_274_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_447_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_891_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_1064_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_1508_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_1681_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_2125_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_2298_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_2742_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_2915_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_3359_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_3532_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_3976_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_4149_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_4593_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_4766_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_5210_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_5383_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_5827_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_6000_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_6617_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_3_1 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_3_2 in eagle_steady_stage1.txt 
WARNING: Unknown symbol AUX_ENDO_LAG_3_3 in eagle_steady_stage1.txt 
Substitution of endo lags >= 2: added 164 auxiliary variables and equations. 
Found 7381 equation(s). 
Evaluating expressions... 
Computing static model derivatives (order 1). 
Normalizing the static model... 
Finding the optimal block decomposition of the static model... 
448 block(s) found: 
  447 recursive block(s) and 1 simultaneous block(s). 
  the largest simultaneous block has 3403 equation(s) 
                                 and 3403 feedback variable(s). 
Computing dynamic model derivatives (order 2). 
Normalizing the dynamic model... 
Finding the optimal block decomposition of the dynamic model... 
283 block(s) found: 
  282 recursive block(s) and 1 simultaneous block(s). 
  the largest simultaneous block has 3449 equation(s) 
                                 and 2926 feedback variable(s). 
Preprocessing completed. 
Preprocessing time: 0h02m33s.
epsilonm
HOMOTOPY mode 1: computing step 0/5...
HOMOTOPY mode 1: computing step 1/5...
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 1
      Inf-norm error = 7.404e-04
      2-norm error   = 3.934e-03
      1-norm error   = 2.258e-02
------------------------------------
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 2
      Inf-norm error = 1.127e-05
      2-norm error   = 5.964e-05
      1-norm error   = 3.156e-04
------------------------------------
HOMOTOPY mode 1: computing step 2/5...
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 1
      Inf-norm error = 7.827e-04
      2-norm error   = 4.157e-03
      1-norm error   = 2.379e-02
------------------------------------
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 2
      Inf-norm error = 1.227e-05
      2-norm error   = 6.493e-05
      1-norm error   = 3.436e-04
------------------------------------
HOMOTOPY mode 1: computing step 3/5...
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 1
      Inf-norm error = 8.287e-04
      2-norm error   = 4.400e-03
      1-norm error   = 2.511e-02
------------------------------------
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 2
      Inf-norm error = 1.339e-05
      2-norm error   = 7.085e-05
      1-norm error   = 3.750e-04
------------------------------------
HOMOTOPY mode 1: computing step 4/5...
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 1
      Inf-norm error = 8.788e-04
      2-norm error   = 4.664e-03
      1-norm error   = 2.654e-02
------------------------------------
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 2
      Inf-norm error = 1.465e-05
      2-norm error   = 7.751e-05
      1-norm error   = 4.102e-04
------------------------------------
HOMOTOPY mode 1: computing step 5/5...
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 1
      Inf-norm error = 9.336e-04
      2-norm error   = 4.954e-03
      1-norm error   = 2.810e-02
------------------------------------
MODEL STEADY STATE: (method=Sparse Gaussian Elimination)
------------------------------------
      Iteration no. 2
      Inf-norm error = 1.607e-05
      2-norm error   = 8.502e-05
      1-norm error   = 4.500e-04
------------------------------------

STEADY-STATE RESULTS:

EA_bf               		 -0.412216
EA_m                		 0.835618
EA_pic4             		 1.02
EA_y                		 3.56942
EA_ygrowth          		 1
EA_ygrowth4         		 1
EA_z                		 1
EA_ybar             		 3.56942
EAAEAB_excy         		 0.0213205
EAAEAC_excy         		 0.0213205
EAAEAD_excy         		 0.0213205
EAAEAE_excy         		 0.0213205
EAAEAF_excy         		 0.0213205
EAAEAG_excy         		 0.0213205
EAAEAH_excy         		 0.0213205
EAAEAI_excy         		 0.0213205
EAAEAJ_excy         		 0.0213205
EAAEAK_excy         		 0.0213205
EAAEAL_excy         		 0.0217196
EAARW_excy          		 0.0164031
EAAUS_excy          		 0.00609685
EAAEAB_exiy         		 0.0102114
EAAEAC_exiy         		 0.0102114
EAAEAD_exiy         		 0.0102114
EAAEAE_exiy         		 0.0102114
EAAEAF_exiy         		 0.0102114
EAAEAG_exiy         		 0.0102114
EAAEAH_exiy         		 0.0102114
EAAEAI_exiy         		 0.0102114
EAAEAJ_exiy         		 0.0102114
EAAEAK_exiy         		 0.0102114
EAAEAL_exiy         		 0.0102503
EAARW_exiy          		 0.0129191
EAAUS_exiy          		 0.0048406
EAA_fx              		 5.698
EAAEAB_gammaimc     		 0
EAAEAC_gammaimc     		 0
EAAEAD_gammaimc     		 0
EAAEAE_gammaimc     		 0
EAAEAF_gammaimc     		 0
EAAEAG_gammaimc     		 0
EAAEAH_gammaimc     		 0
EAAEAI_gammaimc     		 0
EAAEAJ_gammaimc     		 0
EAAEAK_gammaimc     		 0
EAAEAL_gammaimc     		 0
EAARW_gammaimc      		 0
EAAUS_gammaimc      		 0
EAAEAB_gammaimcdag  		 1
EAAEAC_gammaimcdag  		 1
EAAEAD_gammaimcdag  		 1
EAAEAE_gammaimcdag  		 1
EAAEAF_gammaimcdag  		 1
EAAEAG_gammaimcdag  		 1
EAAEAH_gammaimcdag  		 1
EAAEAI_gammaimcdag  		 1
EAAEAJ_gammaimcdag  		 1
EAAEAK_gammaimcdag  		 1
EAAEAL_gammaimcdag  		 1
EAARW_gammaimcdag   		 1
EAAUS_gammaimcdag   		 1
EAAEAB_gammaimi     		 0
EAAEAC_gammaimi     		 0
EAAEAD_gammaimi     		 0
EAAEAE_gammaimi     		 0
EAAEAF_gammaimi     		 0
EAAEAG_gammaimi     		 0
EAAEAH_gammaimi     		 0
EAAEAI_gammaimi     		 0
EAAEAJ_gammaimi     		 0
EAAEAK_gammaimi     		 0
EAAEAL_gammaimi     		 0
EAARW_gammaimi      		 0
EAAUS_gammaimi      		 0
EAAEAB_gammaimidag  		 1
EAAEAC_gammaimidag  		 1
EAAEAD_gammaimidag  		 1
EAAEAE_gammaimidag  		 1
EAAEAF_gammaimidag  		 1
EAAEAG_gammaimidag  		 1
EAAEAH_gammaimidag  		 1
EAAEAI_gammaimidag  		 1
EAAEAJ_gammaimidag  		 1
EAAEAK_gammaimidag  		 1
EAAEAL_gammaimidag  		 1
EAARW_gammaimidag   		 1
EAAUS_gammaimidag   		 1
EAAEAB_gammaimcg    		 0
EAAEAC_gammaimcg    		 0
EAAEAD_gammaimcg    		 0
EAAEAE_gammaimcg    		 0
EAAEAF_gammaimcg    		 0
EAAEAG_gammaimcg    		 0
EAAEAH_gammaimcg    		 0
EAAEAI_gammaimcg    		 0
EAAEAJ_gammaimcg    		 0
EAAEAK_gammaimcg    		 0
EAAEAL_gammaimcg    		 0
EAARW_gammaimcg     		 0
EAAUS_gammaimcg     		 0
EAAEAB_gammaimcgdag 		 1
EAAEAC_gammaimcgdag 		 1
EAAEAD_gammaimcgdag 		 1
EAAEAE_gammaimcgdag 		 1
EAAEAF_gammaimcgdag 		 1
EAAEAG_gammaimcgdag 		 1
EAAEAH_gammaimcgdag 		 1
EAAEAI_gammaimcgdag 		 1
EAAEAJ_gammaimcgdag 		 1
EAAEAK_gammaimcgdag 		 1
EAAEAL_gammaimcgdag 		 1
EAARW_gammaimcgdag  		 1
EAAUS_gammaimcgdag  		 1
EAAEAB_gammaimig    		 0
EAAEAC_gammaimig    		 0
EAAEAD_gammaimig    		 0
EAAEAE_gammaimig    		 0
EAAEAF_gammaimig    		 0
EAAEAG_gammaimig    		 0
EAAEAH_gammaimig    		 0
EAAEAI_gammaimig    		 0
EAAEAJ_gammaimig    		 0
EAAEAK_gammaimig    		 0
EAAEAL_gammaimig    		 0
EAARW_gammaimig     		 0
EAAUS_gammaimig     		 0
EAAEAB_gammaimigdag 		 1
EAAEAC_gammaimigdag 		 1
EAAEAD_gammaimigdag 		 1
EAAEAE_gammaimigdag 		 1
EAAEAF_gammaimigdag 		 1
EAAEAG_gammaimigdag 		 1
EAAEAH_gammaimigdag 		 1
EAAEAI_gammaimigdag 		 1
EAAEAJ_gammaimigdag 		 1
EAAEAK_gammaimigdag 		 1
EAAEAL_gammaimigdag 		 1
EAARW_gammaimigdag  		 1
EAAUS_gammaimigdag  		 1
EAA_gx              		 6.8376
EAAEAB_im           		 0.152317
EAAEAC_im           		 0.152317
EAAEAD_im           		 0.152317
EAAEAE_im           		 0.152317
EAAEAF_im           		 0.152317
EAAEAG_im           		 0.152317
EAAEAH_im           		 0.152317
EAAEAI_im           		 0.152317
EAAEAJ_im           		 0.152317
EAAEAK_im           		 0.152317
EAAEAL_im           		 0.150178
EAARW_im            		 0.139265
EAAUS_im            		 0.0651711
EAAEAB_imc          		 0.0835131
EAAEAC_imc          		 0.0835131
EAAEAD_imc          		 0.0835131
EAAEAE_imc          		 0.0835131
EAAEAF_imc          		 0.0835131
EAAEAG_imc          		 0.0835131
EAAEAH_imc          		 0.0835131
EAAEAI_imc          		 0.0835131
EAAEAJ_imc          		 0.0835131
EAAEAK_imc          		 0.0835131
EAAEAL_imc          		 0.0823405
EAARW_imc           		 0.0763573
EAAUS_imc           		 0.0357325
EAARW_imcy          		 0.0202048
EAAEAB_imi          		 0.0399985
EAAEAC_imi          		 0.0399985
EAAEAD_imi          		 0.0399985
EAAEAE_imi          		 0.0399985
EAAEAF_imi          		 0.0399985
EAAEAG_imi          		 0.0399985
EAAEAH_imi          		 0.0399985
EAAEAI_imi          		 0.0399985
EAAEAJ_imi          		 0.0399985
EAAEAK_imi          		 0.0399985
EAAEAL_imi          		 0.0394369
EAARW_imi           		 0.0365712
EAAUS_imi           		 0.017114
EAARW_imiy          		 0.00967707
EAAEAB_imcg         		 0.0240041
EAAEAC_imcg         		 0.0240041
EAAEAD_imcg         		 0.0240041
EAAEAE_imcg         		 0.0240041
EAAEAF_imcg         		 0.0240041
EAAEAG_imcg         		 0.0240041
EAAEAH_imcg         		 0.0240041
EAAEAI_imcg         		 0.0240041
EAAEAJ_imcg         		 0.0240041
EAAEAK_imcg         		 0.0240041
EAAEAL_imcg         		 0.023667
EAARW_imcg          		 0.0219473
EAAUS_imcg          		 0.0102705
EAARW_imcgy         		 0.00580744
EAAEAB_imig         		 0.00480081
EAAEAC_imig         		 0.00480081
EAAEAD_imig         		 0.00480081
EAAEAE_imig         		 0.00480081
EAAEAF_imig         		 0.00480081
EAAEAG_imig         		 0.00480081
EAAEAH_imig         		 0.00480081
EAAEAI_imig         		 0.00480081
EAAEAJ_imig         		 0.00480081
EAAEAK_imig         		 0.00480081
EAAEAL_imig         		 0.0047334
EAARW_imig          		 0.00438945
EAAUS_imig          		 0.00205411
EAARW_imigy         		 0.00116149
EAA_piex            		 1.00496
EAA_pextilde        		 0.911256
EAAEAB_rer          		 1
EAAEAC_rer          		 1
EAAEAD_rer          		 1
EAAEAE_rer          		 1
EAAEAF_rer          		 1
EAAEAG_rer          		 1
EAAEAH_rer          		 1
EAAEAI_rer          		 1
EAAEAJ_rer          		 1
EAAEAK_rer          		 1
EAAEAL_rer          		 1.00262
EAARW_rer           		 0.98014
EAAUS_rer           		 1.30531
EAA_sx              		 1
EAAEAB_tot          		 1
EAAEAC_tot          		 1
EAAEAD_tot          		 1
EAAEAE_tot          		 1
EAAEAF_tot          		 1
EAAEAG_tot          		 1
EAAEAH_tot          		 1
EAAEAI_tot          		 1
EAAEAJ_tot          		 1
EAAEAK_tot          		 1
EAAEAL_tot          		 1.00567
EAARW_tot           		 1.03648
EAAUS_tot           		 1.40435
EAAEAB_weight       		 0.0790839
EAAEAC_weight       		 0.0790839
EAAEAD_weight       		 0.0790839
EAAEAE_weight       		 0.0790839
EAAEAF_weight       		 0.0790839
EAAEAG_weight       		 0.0790839
EAAEAH_weight       		 0.0790839
EAAEAI_weight       		 0.0790839
EAAEAJ_weight       		 0.0790839
EAAEAK_weight       		 0.0790839
EAAEAL_weight       		 0.0787645
EAARW_weight        		 0.0777095
EAAUS_weight        		 0.0526868
EAAEAB_weightex     		 0.0784261
EAAEAC_weightex     		 0.0784261
EAAEAD_weightex     		 0.0784261
EAAEAE_weightex     		 0.0784261
EAAEAF_weightex     		 0.0784261
EAAEAG_weightex     		 0.0784261
EAAEAH_weightex     		 0.0784261
EAAEAI_weightex     		 0.0784261
EAAEAJ_weightex     		 0.0784261
EAAEAK_weightex     		 0.0784261
EAAEAL_weightex     		 0.0784597
EAARW_weightex      		 0.0798398
EAAUS_weightex      		 0.0574393
EAAEAB_weightim     		 0.0797442
EAAEAC_weightim     		 0.0797442
EAAEAD_weightim     		 0.0797442
EAAEAE_weightim     		 0.0797442
EAAEAF_weightim     		 0.0797442
EAAEAG_weightim     		 0.0797442
EAAEAH_weightim     		 0.0797442
EAAEAI_weightim     		 0.0797442
EAAEAJ_weightim     		 0.0797442
EAAEAK_weightim     		 0.0797442
