"Variables ->","EA_pic4","RA_by","RA_pic4","RA_tby","AT_by","AT_pic4","AT_tby","BE_by","BE_pic4","BE_tby","ES_by","ES_pic4","ES_tby","FI_by","FI_pic4","FI_tby","FR_by","FR_pic4","FR_tby","GR_by","GR_pic4","GR_tby","IT_by","IT_pic4","IT_tby","NL_by","NL_pic4","NL_tby","PT_by","PT_pic4","PT_tby","DE_by","DE_pic4","DE_tby","RU_by","RU_pic4","RU_tby","RW_by","RW_pic4","RW_tby","US_by","US_pic4","US_tby","RA_r","RA_rr","AT_r","AT_rr","BE_r","BE_rr","ES_r","ES_rr","FI_r","FI_rr","FR_r","FR_rr","GR_r","GR_rr","IT_r","IT_rr","NL_r","NL_rr","PT_r","PT_rr","DE_r","DE_rr","RU_r","RU_rr","RW_r","RW_rr","US_r","US_rr","EA_y","RA_c","RA_ci","RA_cj","RA_cg","RA_i","RA_ig","RA_nd","RA_reer","RA_tot","RA_w","RA_y","RA_ysn","RA_yst","AT_c","AT_ci","AT_cj","AT_cg","AT_i","AT_ig","AT_nd","AT_reer","AT_tot","AT_w","AT_y","AT_ysn","AT_yst","BE_c","BE_ci","BE_cj","BE_cg","BE_i","BE_ig","BE_nd","BE_reer","BE_tot","BE_w","BE_y","BE_ysn","BE_yst","ES_c","ES_ci","ES_cj","ES_cg","ES_i","ES_ig","ES_nd","ES_reer","ES_tot","ES_w","ES_y","ES_ysn","ES_yst","FI_c","FI_ci","FI_cj","FI_cg","FI_i","FI_ig","FI_nd","FI_reer","FI_tot","FI_w","FI_y","FI_ysn","FI_yst","FR_c","FR_ci","FR_cj","FR_cg","FR_i","FR_ig","FR_nd","FR_reer","FR_tot","FR_w","FR_y","FR_ysn","FR_yst","GR_c","GR_ci","GR_cj","GR_cg","GR_i","GR_ig","GR_nd","GR_reer","GR_tot","GR_w","GR_y","GR_ysn","GR_yst","IT_c","IT_ci","IT_cj","IT_cg","IT_i","IT_ig","IT_nd","IT_reer","IT_tot","IT_w","IT_y","IT_ysn","IT_yst","NL_c","NL_ci","NL_cj","NL_cg","NL_i","NL_ig","NL_nd","NL_reer","NL_tot","NL_w","NL_y","NL_ysn","NL_yst","PT_c","PT_ci","PT_cj","PT_cg","PT_i","PT_ig","PT_nd","PT_reer","PT_tot","PT_w","PT_y","PT_ysn","PT_yst","DE_c","DE_ci","DE_cj","DE_cg","DE_i","DE_ig","DE_nd","DE_reer","DE_tot","DE_w","DE_y","DE_ysn","DE_yst","RU_c","RU_ci","RU_cj","RU_cg","RU_i","RU_ig","RU_nd","RU_reer","RU_tot","RU_w","RU_y","RU_ysn","RU_yst","RW_c","RW_ci","RW_cj","RW_cg","RW_i","RW_ig","RW_nd","RW_reer","RW_tot","RW_w","RW_y","RW_ysn","RW_yst","US_c","US_ci","US_cj","US_cg","US_i","US_ig","US_nd","US_reer","US_w","US_y","US_ysn","US_yst"
"3Q3",0.018,-0.167,0.013,0.022,-0.251,0.013,0.005,-0.253,0.019,0.011,-0.168,0.028,0.012,-0.180,0.025,0.016,-0.193,0.027,0.012,-0.262,0.028,0.012,-0.248,0.027,0.012,-0.193,0.020,0.008,-0.190,0.027,0.011,0.969,0.003,0.001,-0.022,-0.005,-0.009,0.008,-0.003,-0.002,0.004,-0.001,0.000,0.034,0.028,0.034,0.026,0.034,0.022,0.034,0.014,0.034,0.017,0.034,0.015,0.034,0.015,0.034,0.015,0.034,0.022,0.034,0.015,0.034,0.030,-0.001,0.000,-0.000,0.000,0.001,0.000,-0.011,-0.005,-0.015,0.021,0.016,-0.095,0.018,0.006,-0.001,0.002,0.005,0.001,-0.026,0.004,0.011,0.007,0.024,0.009,-0.021,0.010,0.004,0.005,0.004,0.015,0.002,0.010,-0.001,0.006,-0.000,0.024,0.011,-0.030,0.012,0.013,0.005,0.006,0.011,0.009,0.007,0.009,0.010,0.006,0.030,0.005,0.017,0.005,0.028,0.014,0.004,0.021,0.022,0.015,0.025,0.009,0.005,0.024,0.007,-0.001,0.008,0.027,0.013,0.002,0.018,0.020,0.012,0.023,0.010,0.007,0.024,0.007,0.020,0.007,0.030,0.013,0.003,0.020,0.022,0.015,0.025,0.010,0.005,0.039,0.004,0.009,0.005,0.034,0.011,-0.006,0.025,0.018,0.013,0.020,0.010,0.006,0.029,0.006,0.011,0.006,0.030,0.015,0.002,0.022,0.020,0.014,0.022,0.006,0.001,0.024,0.010,-0.025,0.011,0.011,0.006,0.003,0.015,0.006,0.008,0.006,0.010,0.006,0.032,0.007,0.008,0.007,0.027,0.008,0.002,0.020,0.019,0.014,0.020,-0.077,-0.067,-0.111,0.030,-0.317,0.005,-0.093,0.022,0.056,-0.036,-0.084,-0.100,-0.079,0.003,0.004,-0.001,0.001,-0.011,0.001,-0.014,-0.007,0.008,-0.001,-0.012,0.001,-0.016,0.000,0.001,-0.002,-0.000,-0.004,-0.000,-0.003,-0.013,0.000,-0.000,-0.004,-0.000,-0.006,-0.000,0.000,-0.001,0.000,-0.013,0.000,-0.002,-0.005,-0.001,-0.002,-0.001,-0.003
"3Q4",0.016,-0.133,0.009,0.019,-0.210,0.010,0.001,-0.205,0.015,0.008,-0.149,0.024,0.010,-0.166,0.021,0.012,-0.172,0.023,0.010,-0.220,0.024,0.010,-0.214,0.023,0.010,-0.164,0.016,0.005,-0.163,0.023,0.008,0.962,0.003,0.015,-0.014,-0.005,-0.010,0.009,-0.003,-0.002,0.006,-0.001,0.000,0.033,0.027,0.033,0.025,0.033,0.022,0.033,0.015,0.033,0.018,0.033,0.016,0.033,0.017,0.033,0.016,0.033,0.022,0.033,0.016,0.033,0.027,-0.002,0.000,-0.001,0.000,0.000,0.000,-0.011,-0.006,-0.014,0.016,0.013,-0.096,0.015,-0.000,-0.001,0.002,0.004,-0.004,-0.029,-0.001,0.010,0.008,0.019,0.006,-0.015,0.008,-0.001,0.005,0.004,0.014,-0.003,0.009,-0.007,0.005,0.000,0.020,0.009,-0.029,0.010,0.008,0.004,0.004,0.011,0.004,0.005,0.004,0.009,0.006,0.027,0.004,0.014,0.005,0.022,0.011,0.001,0.020,0.018,0.013,0.019,0.008,0.004,0.022,0.006,-0.002,0.007,0.020,0.010,-0.000,0.017,0.015,0.010,0.017,0.009,0.006,0.021,0.006,0.018,0.006,0.023,0.010,0.000,0.020,0.018,0.013,0.019,0.008,0.005,0.034,0.004,0.006,0.004,0.026,0.008,-0.008,0.024,0.014,0.011,0.015,0.009,0.006,0.026,0.005,0.009,0.006,0.023,0.011,-0.000,0.021,0.016,0.012,0.017,0.006,0.002,0.020,0.008,-0.024,0.009,0.004,0.005,0.002,0.014,0.002,0.006,0.001,0.009,0.006,0.028,0.006,0.006,0.007,0.021,0.006,-0.001,0.019,0.014,0.013,0.015,-0.085,-0.081,-0.101,0.026,-0.310,0.006,-0.072,0.023,0.063,-0.043,-0.071,-0.104,-0.060,0.003,0.004,-0.002,0.000,-0.005,0.001,-0.013,-0.006,0.009,-0.001,-0.011,0.002,-0.016,0.000,0.001,-0.002,-0.000,-0.000,-0.000,-0.003,-0.011,0.001,-0.000,-0.003,0.000,-0.006,-0.000,0.000,-0.001,-0.000,-0.011,0.000,-0.002,-0.005,-0.001,-0.002,-0.001,-0.003
"4Q1",0.014,-0.101,0.007,0.017,-0.171,0.008,-0.003,-0.159,0.013,0.006,-0.130,0.021,0.008,-0.151,0.018,0.010,-0.151,0.020,0.008,-0.179,0.020,0.007,-0.179,0.021,0.008,-0.136,0.013,0.003,-0.136,0.020,0.006,0.949,0.003,0.026,-0.008,-0.005,-0.010,0.010,-0.002,-0.003,0.007,-0.001,-0.000,0.031,0.025,0.031,0.024,0.031,0.021,0.031,0.016,0.031,0.018,0.031,0.017,0.031,0.017,0.031,0.017,0.031,0.021,0.031,0.017,0.031,0.025,-0.003,0.000,-0.001,0.000,-0.000,0.000,-0.010,-0.006,-0.013,0.011,0.011,-0.095,0.013,-0.004,-0.001,0.002,0.003,-0.008,-0.030,-0.005,0.010,0.008,0.015,0.005,-0.010,0.006,-0.005,0.004,0.005,0.013,-0.006,0.008,-0.011,0.005,0.001,0.015,0.007,-0.027,0.009,0.003,0.003,0.003,0.010,0.001,0.004,-0.000,0.008,0.005,0.024,0.004,0.012,0.005,0.017,0.008,-0.001,0.019,0.014,0.011,0.015,0.007,0.004,0.019,0.005,-0.002,0.006,0.014,0.007,-0.002,0.016,0.011,0.009,0.011,0.008,0.005,0.019,0.005,0.015,0.006,0.017,0.008,-0.001,0.019,0.014,0.012,0.014,0.007,0.004,0.028,0.003,0.003,0.004,0.018,0.005,-0.009,0.022,0.010,0.009,0.011,0.008,0.005,0.022,0.004,0.007,0.005,0.017,0.009,-0.002,0.019,0.012,0.010,0.012,0.005,0.002,0.016,0.007,-0.023,0.008,-0.000,0.004,0.002,0.012,-0.001,0.005,-0.003,0.008,0.005,0.023,0.005,0.004,0.006,0.015,0.004,-0.002,0.018,0.011,0.011,0.011,-0.088,-0.087,-0.093,0.023,-0.299,0.006,-0.052,0.023,0.065,-0.047,-0.058,-0.103,-0.042,0.004,0.005,-0.002,-0.000,0.000,0.000,-0.012,-0.004,0.010,-0.002,-0.010,0.002,-0.015,0.000,0.001,-0.002,-0.000,0.004,-0.000,-0.002,-0.010,0.001,-0.000,-0.003,0.001,-0.006,0.000,0.000,-0.001,-0.000,-0.008,0.000,-0.002,-0.005,-0.001,-0.002,-0.001,-0.003
"4Q2",0.013,-0.072,0.006,0.015,-0.135,0.008,-0.006,-0.117,0.011,0.004,-0.111,0.019,0.006,-0.134,0.016,0.007,-0.128,0.018,0.005,-0.138,0.018,0.005,-0.145,0.018,0.006,-0.109,0.012,0.001,-0.110,0.018,0.004,0.930,0.005,0.034,-0.003,-0.004,-0.010,0.010,-0.002,-0.003,0.008,-0.001,-0.001,0.030,0.024,0.030,0.022,0.030,0.020,0.030,0.016,0.030,0.018,0.030,0.017,0.030,0.018,0.030,0.017,0.030,0.021,0.030,0.017,0.030,0.022,-0.003,0.000,-0.002,0.000,-0.000,0.000,-0.009,-0.006,-0.010,0.007,0.009,-0.093,0.011,-0.007,-0.001,0.002,0.002,-0.010,-0.031,-0.008,0.009,0.008,0.012,0.003,-0.005,0.005,-0.007,0.004,0.006,0.011,-0.008,0.008,-0.014,0.004,0.002,0.012,0.006,-0.025,0.008,0.000,0.003,0.003,0.009,-0.002,0.003,-0.003,0.007,0.005,0.020,0.003,0.009,0.004,0.012,0.006,-0.002,0.018,0.010,0.010,0.011,0.006,0.004,0.017,0.004,-0.002,0.005,0.009,0.005,-0.002,0.015,0.007,0.008,0.007,0.007,0.005,0.016,0.004,0.012,0.005,0.012,0.006,-0.002,0.017,0.010,0.010,0.010,0.006,0.004,0.022,0.003,0.001,0.004,0.012,0.003,-0.009,0.020,0.007,0.008,0.007,0.007,0.005,0.018,0.004,0.004,0.004,0.011,0.007,-0.003,0.018,0.008,0.009,0.008,0.005,0.003,0.012,0.006,-0.022,0.007,-0.004,0.003,0.002,0.011,-0.003,0.004,-0.006,0.007,0.005,0.019,0.005,0.003,0.006,0.010,0.003,-0.003,0.017,0.008,0.009,0.007,-0.089,-0.089,-0.088,0.020,-0.285,0.006,-0.034,0.023,0.064,-0.049,-0.046,-0.101,-0.027,0.004,0.005,-0.002,-0.000,0.005,0.000,-0.010,-0.003,0.011,-0.002,-0.009,0.003,-0.013,0.001,0.001,-0.002,-0.000,0.007,-0.000,-0.002,-0.009,0.001,-0.000,-0.002,0.001,-0.005,0.000,0.000,-0.001,-0.000,-0.006,-0.000,-0.001,-0.005,-0.001,-0.002,-0.001,-0.003
"4Q3",0.012,-0.045,0.006,0.012,-0.102,0.008,-0.008,-0.078,0.011,0.002,-0.093,0.017,0.004,-0.117,0.014,0.004,-0.107,0.016,0.004,-0.100,0.015,0.004,-0.113,0.016,0.004,-0.084,0.010,-0.001,-0.084,0.016,0.003,0.906,0.006,0.041,0.000,-0.004,-0.010,0.009,-0.002,-0.003,0.008,-0.001,-0.001,0.029,0.022,0.029,0.020,0.029,0.019,0.029,0.016,0.029,0.018,0.029,0.017,0.029,0.018,0.029,0.016,0.029,0.019,0.029,0.017,0.029,0.019,-0.003,0.000,-0.002,0.000,-0.000,0.000,-0.008,-0.005,-0.008,0.003,0.007,-0.089,0.009,-0.008,-0.001,0.002,0.001,-0.012,-0.030,-0.010,0.009,0.009,0.009,0.002,0.000,0.004,-0.009,0.004,0.006,0.010,-0.009,0.008,-0.015,0.004,0.003,0.008,0.005,-0.022,0.006,-0.002,0.002,0.003,0.008,-0.004,0.003,-0.006,0.006,0.004,0.017,0.003,0.007,0.004,0.008,0.004,-0.003,0.017,0.007,0.008,0.007,0.006,0.004,0.014,0.003,-0.002,0.005,0.005,0.004,-0.003,0.014,0.004,0.007,0.003,0.006,0.005,0.013,0.004,0.010,0.004,0.008,0.004,-0.003,0.016,0.007,0.009,0.007,0.005,0.004,0.017,0.002,-0.002,0.003,0.006,0.002,-0.008,0.018,0.004,0.006,0.003,0.006,0.004,0.014,0.003,0.002,0.004,0.007,0.005,-0.003,0.016,0.006,0.007,0.005,0.005,0.004,0.009,0.005,-0.020,0.006,-0.006,0.002,0.002,0.009,-0.005,0.004,-0.007,0.006,0.004,0.015,0.004,0.001,0.005,0.006,0.002,-0.003,0.015,0.005,0.008,0.004,-0.088,-0.089,-0.083,0.018,-0.269,0.007,-0.018,0.023,0.062,-0.050,-0.036,-0.098,-0.015,0.004,0.006,-0.002,-0.000,0.010,0.000,-0.009,-0.003,0.011,-0.002,-0.008,0.004,-0.012,0.001,0.001,-0.002,-0.000,0.009,-0.000,-0.001,-0.007,0.001,-0.000,-0.002,0.001,-0.004,0.000,0.000,-0.001,-0.000,-0.004,-0.000,-0.001,-0.005,-0.001,-0.002,-0.000,-0.003
"4Q4",0.011,-0.021,0.006,0.010,-0.074,0.008,-0.009,-0.044,0.010,0.000,-0.075,0.015,0.003,-0.101,0.013,0.002,-0.086,0.014,0.002,-0.064,0.013,0.002,-0.082,0.014,0.002,-0.061,0.010,-0.002,-0.061,0.014,0.001,0.876,0.007,0.045,0.003,-0.003,-0.010,0.008,-0.001,-0.003,0.008,-0.001,-0.001,0.028,0.020,0.028,0.018,0.028,0.018,0.028,0.016,0.028,0.017,0.028,0.016,0.028,0.017,0.028,0.016,0.028,0.018,0.028,0.017,0.028,0.017,-0.004,0.000,-0.002,0.000,-0.001,0.000,-0.007,-0.004,-0.005,0.000,0.006,-0.084,0.007,-0.009,-0.001,0.002,0.000,-0.013,-0.029,-0.011,0.009,0.009,0.006,0.001,0.005,0.003,-0.009,0.004,0.007,0.009,-0.010,0.008,-0.016,0.004,0.003,0.005,0.004,-0.019,0.005,-0.003,0.002,0.003,0.007,-0.005,0.002,-0.007,0.006,0.004,0.014,0.002,0.005,0.003,0.004,0.003,-0.003,0.015,0.005,0.007,0.004,0.006,0.004,0.012,0.003,-0.002,0.004,0.002,0.003,-0.003,0.013,0.002,0.006,0.000,0.006,0.004,0.011,0.003,0.008,0.004,0.004,0.003,-0.003,0.015,0.005,0.007,0.004,0.005,0.003,0.012,0.002,-0.004,0.003,0.002,0.001,-0.007,0.016,0.002,0.005,0.001,0.005,0.004,0.011,0.003,0.001,0.003,0.003,0.004,-0.003,0.015,0.003,0.006,0.002,0.005,0.005,0.006,0.004,-0.018,0.005,-0.007,0.001,0.003,0.008,-0.006,0.003,-0.009,0.005,0.004,0.012,0.003,-0.000,0.004,0.003,0.001,-0.003,0.013,0.003,0.006,0.001,-0.086,-0.088,-0.078,0.016,-0.252,0.007,-0.005,0.022,0.057,-0.051,-0.028,-0.093,-0.006,0.004,0.006,-0.002,-0.001,0.013,0.000,-0.007,-0.002,0.010,-0.002,-0.007,0.004,-0.011,0.001,0.001,-0.001,-0.000,0.011,-0.000,-0.001,-0.006,0.002,-0.000,-0.002,0.001,-0.004,0.000,0.000,-0.001,-0.000,-0.002,-0.000,-0.001,-0.004,-0.001,-0.002,-0.000,-0.003
"5Q1",0.011,-0.001,0.007,0.009,-0.050,0.008,-0.010,-0.014,0.010,-0.001,-0.058,0.014,0.001,-0.085,0.012,0.001,-0.067,0.013,0.001,-0.031,0.012,0.001,-0.053,0.013,0.001,-0.042,0.010,-0.003,-0.039,0.013,0.000,0.843,0.009,0.048,0.004,-0.002,-0.009,0.007,-0.001,-0.003,0.007,-0.001,-0.001,0.026,0.019,0.026,0.017,0.026,0.017,0.026,0.015,0.026,0.016,0.026,0.016,0.026,0.017,0.026,0.016,0.026,0.017,0.026,0.016,0.026,0.015,-0.003,0.000,-0.002,0.000,-0.001,0.000,-0.006,-0.002,-0.003,-0.002,0.004,-0.078,0.006,-0.009,-0.001,0.002,-0.000,-0.013,-0.027,-0.012,0.008,0.010,0.004,0.001,0.009,0.002,-0.009,0.003,0.007,0.008,-0.009,0.008,-0.015,0.004,0.004,0.002,0.003,-0.016,0.005,-0.004,0.001,0.002,0.006,-0.006,0.002,-0.008,0.005,0.004,0.011,0.002,0.003,0.003,0.002,0.002,-0.003,0.014,0.003,0.006,0.002,0.005,0.004,0.010,0.002,-0.002,0.003,-0.001,0.002,-0.003,0.012,-0.000,0.005,-0.002,0.005,0.004,0.008,0.002,0.006,0.003,0.002,0.002,-0.002,0.013,0.003,0.006,0.002,0.004,0.003,0.008,0.001,-0.005,0.002,-0.001,0.000,-0.006,0.014,0.000,0.004,-0.001,0.005,0.004,0.008,0.002,-0.001,0.003,0.001,0.003,-0.003,0.013,0.001,0.005,0.000,0.005,0.006,0.004,0.003,-0.015,0.004,-0.008,0.001,0.003,0.007,-0.006,0.003,-0.009,0.004,0.004,0.008,0.003,-0.001,0.004,0.000,0.000,-0.003,0.012,0.001,0.005,-0.001,-0.084,-0.086,-0.074,0.014,-0.234,0.007,0.005,0.021,0.052,-0.050,-0.022,-0.089,0.001,0.004,0.005,-0.002,-0.001,0.016,-0.000,-0.006,-0.001,0.010,-0.002,-0.006,0.005,-0.009,0.001,0.001,-0.001,-0.000,0.012,-0.000,-0.000,-0.006,0.002,-0.000,-0.001,0.001,-0.003,0.000,0.000,-0.001,-0.000,-0.000,-0.000,-0.001,-0.004,-0.001,-0.002,-0.000,-0.003
"5Q2",0.011,0.015,0.007,0.007,-0.030,0.009,-0.011,0.012,0.010,-0.002,-0.042,0.012,0.000,-0.070,0.011,-0.001,-0.049,0.012,-0.000,-0.002,0.011,-0.000,-0.027,0.012,0.000,-0.024,0.009,-0.004,-0.019,0.012,-0.001,0.807,0.010,0.050,0.004,-0.002,-0.009,0.006,-0.001,-0.003,0.007,-0.000,-0.001,0.025,0.017,0.025,0.015,0.025,0.016,0.025,0.015,0.025,0.016,0.025,0.015,0.025,0.016,0.025,0.015,0.025,0.016,0.025,0.016,0.025,0.013,-0.003,0.000,-0.002,0.000,-0.001,0.000,-0.006,-0.001,-0.000,-0.004,0.003,-0.072,0.005,-0.008,-0.001,0.002,-0.001,-0.014,-0.025,-0.012,0.008,0.010,0.002,0.000,0.013,0.002,-0.008,0.003,0.007,0.007,-0.009,0.008,-0.015,0.004,0.005,-0.000,0.002,-0.013,0.004,-0.004,0.001,0.002,0.005,-0.006,0.002,-0.009,0.004,0.004,0.008,0.002,0.001,0.003,-0.001,0.001,-0.003,0.012,0.001,0.005,-0.000,0.005,0.004,0.008,0.002,-0.002,0.003,-0.002,0.001,-0.002,0.010,-0.002,0.005,-0.004,0.005,0.004,0.006,0.002,0.004,0.003,-0.001,0.001,-0.002,0.012,0.001,0.005,-0.000,0.003,0.003,0.004,0.001,-0.006,0.002,-0.004,-0.001,-0.005,0.012,-0.001,0.003,-0.003,0.004,0.004,0.005,0.002,-0.002,0.003,-0.001,0.002,-0.002,0.012,0.000,0.004,-0.001,0.006,0.006,0.002,0.002,-0.012,0.003,-0.008,0.001,0.003,0.006,-0.007,0.003,-0.009,0.004,0.003,0.005,0.002,-0.002,0.003,-0.002,-0.000,-0.002,0.011,-0.000,0.004,-0.002,-0.081,-0.085,-0.070,0.013,-0.215,0.007,0.014,0.020,0.047,-0.049,-0.017,-0.084,0.006,0.004,0.005,-0.002,-0.001,0.018,-0.000,-0.004,-0.001,0.010,-0.002,-0.005,0.005,-0.008,0.001,0.001,-0.001,-0.000,0.013,-0.000,-0.000,-0.005,0.002,-0.000,-0.001,0.002,-0.003,0.000,0.000,-0.001,-0.000,0.001,-0.000,-0.001,-0.004,-0.001,-0.002,-0.000,-0.003
"5Q3",0.011,0.029,0.008,0.005,-0.013,0.009,-0.011,0.034,0.009,-0.003,-0.027,0.012,-0.001,-0.056,0.010,-0.002,-0.032,0.011,-0.001,0.024,0.010,-0.001,-0.004,0.011,-0.001,-0.010,0.009,-0.005,-0.002,0.011,-0.002,0.770,0.011,0.050,0.005,-0.001,-0.008,0.004,-0.000,-0.003,0.006,-0.000,-0.001,0.024,0.016,0.024,0.014,0.024,0.015,0.024,0.014,0.024,0.015,0.024,0.015,0.024,0.016,0.024,0.015,0.024,0.015,0.024,0.015,0.024,0.012,-0.003,0.000,-0.001,0.000,-0.001,0.000,-0.005,0.000,0.002,-0.005,0.002,-0.065,0.004,-0.008,-0.001,0.001,-0.001,-0.014,-0.023,-0.012,0.008,0.010,0.001,0.000,0.016,0.001,-0.008,0.003,0.007,0.006,-0.008,0.009,-0.014,0.004,0.006,-0.002,0.002,-0.010,0.003,-0.005,0.000,0.002,0.004,-0.006,0.002,-0.009,0.004,0.004,0.006,0.001,0.000,0.002,-0.002,0.000,-0.002,0.011,-0.000,0.004,-0.002,0.005,0.005,0.006,0.001,-0.001,0.002,-0.003,0.000,-0.002,0.009,-0.002,0.004,-0.005,0.004,0.004,0.004,0.002,0.003,0.002,-0.002,0.001,-0.002,0.011,0.000,0.005,-0.001,0.003,0.003,0.000,0.001,-0.007,0.002,-0.005,-0.001,-0.004,0.010,-0.002,0.003,-0.004,0.004,0.004,0.002,0.001,-0.003,0.002,-0.003,0.001,-0.002,0.010,-0.001,0.003,-0.003,0.006,0.007,0.001,0.002,-0.009,0.003,-0.008,0.000,0.003,0.005,-0.006,0.004,-0.009,0.003,0.003,0.003,0.002,-0.003,0.003,-0.003,-0.001,-0.002,0.009,-0.001,0.004,-0.003,-0.079,-0.083,-0.066,0.011,-0.197,0.007,0.020,0.019,0.042,-0.048,-0.013,-0.080,0.009,0.004,0.005,-0.002,-0.001,0.019,-0.000,-0.003,-0.001,0.009,-0.002,-0.004,0.005,-0.007,0.001,0.001,-0.000,-0.000,0.014,-0.000,-0.000,-0.004,0.002,-0.000,-0.001,0.002,-0.002,0.000,0.000,-0.001,-0.000,0.002,-0.000,-0.000,-0.004,-0.001,-0.001,0.000,-0.003
"5Q4",0.010,0.040,0.008,0.004,0.001,0.010,-0.011,0.052,0.009,-0.004,-0.014,0.011,-0.001,-0.044,0.010,-0.002,-0.017,0.010,-0.002,0.047,0.009,-0.002,0.017,0.011,-0.001,0.003,0.009,-0.005,0.014,0.010,-0.002,0.732,0.011,0.049,0.004,-0.001,-0.007,0.003,-0.000,-0.003,0.005,-0.000,-0.001,0.023,0.015,0.023,0.013,0.023,0.014,0.023,0.014,0.023,0.014,0.023,0.014,0.023,0.015,0.023,0.014,0.023,0.014,0.023,0.015,0.023,0.011,-0.003,0.000,-0.001,0.000,-0.001,0.000,-0.005,0.002,0.005,-0.006,0.002,-0.058,0.003,-0.007,-0.002,0.001,-0.001,-0.013,-0.020,-0.013,0.008,0.010,0.000,-0.000,0.019,0.001,-0.007,0.002,0.006,0.006,-0.007,0.009,-0.013,0.004,0.006,-0.003,0.001,-0.007,0.003,-0.004,0.000,0.002,0.004,-0.006,0.003,-0.009,0.004,0.004,0.004,0.001,-0.001,0.002,-0.003,-0.000,-0.002,0.010,-0.001,0.004,-0.003,0.005,0.005,0.005,0.001,-0.001,0.002,-0.004,-0.000,-0.002,0.008,-0.003,0.004,-0.005,0.004,0.005,0.003,0.001,0.002,0.002,-0.003,0.000,-0.001,0.010,-0.001,0.004,-0.002,0.003,0.003,-0.003,0.001,-0.007,0.001,-0.006,-0.001,-0.002,0.009,-0.002,0.002,-0.004,0.003,0.004,0.000,0.001,-0.003,0.002,-0.004,0.000,-0.001,0.009,-0.002,0.003,-0.003,0.006,0.008,-0.001,0.001,-0.007,0.002,-0.007,-0.000,0.003,0.005,-0.006,0.004,-0.009,0.003,0.003,0.001,0.002,-0.003,0.002,-0.004,-0.001,-0.001,0.008,-0.002,0.003,-0.004,-0.077,-0.081,-0.062,0.010,-0.179,0.006,0.024,0.018,0.037,-0.047,-0.011,-0.075,0.011,0.004,0.005,-0.001,-0.000,0.020,-0.000,-0.003,-0.001,0.009,-0.001,-0.003,0.005,-0.006,0.000,0.001,-0.000,-0.000,0.014,-0.000,0.000,-0.003,0.002,0.000,-0.000,0.002,-0.002,0.000,0.000,-0.001,-0.000,0.003,-0.000,-0.000,-0.004,-0.001,-0.001,0.000,-0.002
"6Q1",0.010,0.049,0.008,0.002,0.013,0.010,-0.011,0.067,0.009,-0.004,-0.002,0.010,-0.002,-0.033,0.010,-0.003,-0.004,0.010,-0.002,0.067,0.009,-0.002,0.036,0.010,-0.002,0.013,0.009,-0.006,0.028,0.010,-0.002,0.694,0.012,0.048,0.004,-0.001,-0.007,0.002,-0.000,-0.003,0.004,-0.000,-0.001,0.023,0.014,0.023,0.012,0.023,0.013,0.023,0.013,0.023,0.013,0.023,0.013,0.023,0.014,0.023,0.013,0.023,0.013,0.023,0.014,0.023,0.010,-0.003,0.000,-0.001,0.000,-0.001,0.000,-0.005,0.003,0.006,-0.007,0.001,-0.051,0.002,-0.006,-0.002,-0.000,-0.001,-0.013,-0.017,-0.013,0.008,0.010,-0.001,-0.000,0.021,0.001,-0.006,0.002,0.006,0.005,-0.006,0.009,-0.011,0.004,0.007,-0.005,0.001,-0.004,0.002,-0.004,-0.000,0.002,0.003,-0.006,0.003,-0.009,0.003,0.004,0.002,0.001,-0.001,0.002,-0.004,-0.001,-0.002,0.009,-0.002,0.003,-0.003,0.005,0.005,0.003,0.001,-0.000,0.001,-0.005,-0.001,-0.002,0.008,-0.003,0.004,-0.006,0.004,0.005,0.001,0.001,0.001,0.002,-0.004,-0.000,-0.001,0.009,-0.001,0.004,-0.003,0.002,0.003,-0.005,0.001,-0.007,0.001,-0.007,-0.001,-0.001,0.007,-0.003,0.002,-0.005,0.003,0.004,-0.002,0.001,-0.003,0.001,-0.005,0.000,-0.001,0.008,-0.002,0.002,-0.004,0.007,0.009,-0.001,0.001,-0.004,0.002,-0.007,-0.000,0.002,0.004,-0.006,0.004,-0.009,0.002,0.003,-0.001,0.001,-0.003,0.002,-0.005,-0.001,-0.000,0.007,-0.002,0.003,-0.004,-0.075,-0.080,-0.058,0.009,-0.162,0.006,0.028,0.017,0.033,-0.045,-0.009,-0.071,0.012,0.003,0.004,-0.001,-0.000,0.020,-0.000,-0.002,-0.000,0.008,-0.001,-0.002,0.005,-0.005,0.000,0.001,0.000,-0.000,0.014,-0.000,0.000,-0.003,0.002,0.000,-0.000,0.002,-0.002,0.000,0.000,-0.001,-0.000,0.004,-0.000,-0.000,-0.003,-0.001,-0.001,0.000,-0.002
