"Variables ->","EA_pic4","RA_by","RA_igy","RA_pic4","RA_tby","AT_by","AT_igy","AT_pic4","AT_tby","BE_by","BE_igy","BE_pic4","BE_tby","ES_by","ES_igy","ES_pic4","ES_tby","FI_by","FI_igy","FI_pic4","FI_tby","FR_by","FR_igy","FR_pic4","FR_tby","GR_by","GR_igy","GR_pic4","GR_tby","IT_by","IT_igy","IT_pic4","IT_tby","NL_by","NL_igy","NL_pic4","NL_tby","PT_by","PT_igy","PT_pic4","PT_tby","DE_by","DE_igy","DE_pic4","DE_tby","RU_by","RU_igy","RU_pic4","RU_tby","RW_by","RW_igy","RW_pic4","RW_tby","US_by","US_igy","US_pic4","US_tby","RA_r","RA_rr","AT_r","AT_rr","BE_r","BE_rr","ES_r","ES_rr","FI_r","FI_rr","FR_r","FR_rr","GR_r","GR_rr","IT_r","IT_rr","NL_r","NL_rr","PT_r","PT_rr","DE_r","DE_rr","RU_r","RU_rr","RW_r","RW_rr","US_r","US_rr","EA_y","RA_c","RA_ci","RA_cj","RA_cg","RA_i","RA_ig","RA_nd","RA_qi","RA_reer","RA_tot","RA_w","RA_y","RA_ysn","RA_yst","AT_c","AT_ci","AT_cj","AT_cg","AT_i","AT_ig","AT_nd","AT_qi","AT_reer","AT_tot","AT_w","AT_y","AT_ysn","AT_yst","BE_c","BE_ci","BE_cj","BE_cg","BE_i","BE_ig","BE_nd","BE_qi","BE_reer","BE_tot","BE_w","BE_y","BE_ysn","BE_yst","ES_c","ES_ci","ES_cj","ES_cg","ES_i","ES_ig","ES_nd","ES_qi","ES_reer","ES_tot","ES_w","ES_y","ES_ysn","ES_yst","FI_c","FI_ci","FI_cj","FI_cg","FI_i","FI_ig","FI_nd","FI_qi","FI_reer","FI_tot","FI_w","FI_y","FI_ysn","FI_yst","FR_c","FR_ci","FR_cj","FR_cg","FR_i","FR_ig","FR_nd","FR_qi","FR_reer","FR_tot","FR_w","FR_y","FR_ysn","FR_yst","GR_c","GR_ci","GR_cj","GR_cg","GR_i","GR_ig","GR_nd","GR_qi","GR_reer","GR_tot","GR_w","GR_y","GR_ysn","GR_yst","IT_c","IT_ci","IT_cj","IT_cg","IT_i","IT_ig","IT_nd","IT_qi","IT_reer","IT_tot","IT_w","IT_y","IT_ysn","IT_yst","NL_c","NL_ci","NL_cj","NL_cg","NL_i","NL_ig","NL_nd","NL_qi","NL_reer","NL_tot","NL_w","NL_y","NL_ysn","NL_yst","PT_c","PT_ci","PT_cj","PT_cg","PT_i","PT_ig","PT_nd","PT_qi","PT_reer","PT_tot","PT_w","PT_y","PT_ysn","PT_yst","DE_c","DE_ci","DE_cj","DE_cg","DE_i","DE_ig","DE_nd","DE_qi","DE_reer","DE_tot","DE_w","DE_y","DE_ysn","DE_yst","RU_c","RU_ci","RU_cj","RU_cg","RU_i","RU_ig","RU_nd","RU_qi","RU_reer","RU_tot","RU_w","RU_y","RU_ysn","RU_yst","RW_c","RW_ci","RW_cj","RW_cg","RW_i","RW_ig","RW_nd","RW_qi","RW_reer","RW_tot","RW_w","RW_y","RW_ysn","RW_yst","US_c","US_ci","US_cj","US_cg","US_i","US_ig","US_nd","US_qi","US_reer","US_w","US_y","US_ysn","US_yst"
"3Q3",0.009,-0.035,0.000,0.024,0.026,-0.026,0.000,0.023,0.010,-0.101,0.000,0.013,0.023,-0.062,0.000,0.021,0.016,-0.038,0.000,0.023,0.010,4.650,1.000,-0.042,-0.153,-0.003,0.000,0.023,0.008,-0.058,0.000,0.022,0.012,-0.029,0.000,0.022,0.016,-0.049,0.000,0.022,0.013,-0.027,-0.000,0.023,0.019,-0.011,0.000,0.002,0.010,-0.000,0.000,0.002,0.005,-0.003,0.000,0.002,0.003,0.035,0.023,0.035,0.019,0.035,0.041,0.035,0.024,0.035,0.018,0.035,0.112,0.035,0.019,0.035,0.022,0.035,0.023,0.035,0.024,0.035,0.020,0.007,0.009,0.004,0.005,0.003,0.000,0.173,-0.007,-0.013,0.010,0.017,-0.090,0.018,0.026,-0.090,0.004,0.002,0.003,0.014,-0.021,0.019,0.006,0.005,0.009,0.009,0.016,0.009,0.027,0.016,0.013,0.007,0.014,0.023,0.015,0.026,-0.005,-0.011,0.012,0.019,-0.071,0.021,0.025,-0.071,-0.006,-0.007,0.008,0.015,-0.002,0.020,0.011,0.009,0.023,0.007,0.007,0.006,0.038,0.007,0.010,-0.008,0.023,0.027,0.016,0.031,0.007,0.005,0.012,0.006,0.023,0.007,0.030,0.023,0.019,0.005,0.017,0.023,0.015,0.025,-0.056,-0.039,-0.125,-0.004,-0.398,26.220,0.688,-0.398,0.020,-0.100,0.270,0.737,0.601,0.787,0.008,0.008,0.013,0.004,0.030,0.004,0.038,0.030,0.015,-0.004,0.023,0.020,0.014,0.022,0.010,0.009,0.014,0.007,0.020,0.007,0.039,0.020,0.013,-0.005,0.022,0.025,0.016,0.028,-0.002,-0.006,0.011,0.012,-0.018,0.012,0.030,-0.018,0.010,0.002,0.012,0.019,0.006,0.022,0.012,0.010,0.022,0.009,-0.001,0.009,0.038,-0.001,0.005,-0.009,0.021,0.025,0.016,0.028,0.003,0.001,0.009,0.007,-0.026,0.007,0.031,-0.026,0.017,0.004,0.014,0.021,0.004,0.027,-0.003,-0.004,0.002,0.003,-0.046,0.003,0.007,-0.046,-0.008,-0.002,-0.000,0.002,-0.006,0.005,-0.001,-0.001,-0.002,0.001,-0.036,0.001,0.000,-0.036,-0.012,-0.002,-0.003,-0.002,-0.004,-0.001,0.000,0.000,-0.001,0.001,-0.033,0.001,-0.000,-0.033,-0.002,-0.002,-0.002,-0.002,-0.001
"3Q4",0.003,-0.031,0.000,0.019,0.026,-0.029,0.000,0.021,0.010,-0.072,0.000,0.005,0.023,-0.061,0.000,0.017,0.015,-0.045,0.000,0.021,0.011,5.059,1.000,-0.057,-0.144,0.002,0.000,0.020,0.008,-0.054,0.000,0.018,0.012,-0.028,0.000,0.018,0.015,-0.045,0.000,0.018,0.013,-0.028,-0.000,0.020,0.019,-0.009,0.000,0.000,0.009,0.003,0.000,0.001,0.004,-0.001,0.000,0.001,0.003,0.032,0.025,0.032,0.019,0.032,0.046,0.032,0.025,0.032,0.018,0.032,0.119,0.032,0.020,0.032,0.023,0.032,0.024,0.032,0.026,0.032,0.020,0.006,0.010,0.004,0.006,0.003,0.000,0.181,-0.005,-0.010,0.011,0.016,-0.083,0.017,0.027,-0.083,0.005,0.006,0.004,0.015,-0.019,0.019,0.009,0.008,0.010,0.009,0.022,0.009,0.029,0.022,0.013,0.010,0.015,0.025,0.018,0.027,-0.001,-0.005,0.011,0.015,-0.059,0.017,0.024,-0.059,-0.002,-0.000,0.010,0.014,0.001,0.018,0.013,0.011,0.024,0.006,0.017,0.006,0.038,0.017,0.009,-0.004,0.024,0.027,0.018,0.030,0.009,0.009,0.013,0.006,0.030,0.007,0.033,0.030,0.019,0.007,0.018,0.025,0.018,0.027,-0.054,-0.020,-0.182,-0.001,-0.385,26.230,0.709,-0.385,0.044,0.000,0.233,0.773,0.607,0.833,0.010,0.009,0.013,0.004,0.037,0.004,0.040,0.037,0.015,-0.001,0.024,0.021,0.016,0.023,0.012,0.011,0.015,0.006,0.029,0.006,0.039,0.029,0.014,-0.001,0.023,0.025,0.018,0.028,0.001,-0.002,0.012,0.011,-0.011,0.012,0.032,-0.011,0.011,0.006,0.013,0.019,0.008,0.023,0.014,0.012,0.022,0.008,0.009,0.009,0.037,0.009,0.005,-0.004,0.022,0.024,0.018,0.027,0.006,0.004,0.010,0.007,-0.019,0.007,0.033,-0.019,0.017,0.007,0.015,0.022,0.007,0.027,-0.002,-0.003,0.002,0.002,-0.040,0.003,0.006,-0.040,-0.010,-0.000,-0.000,0.001,-0.006,0.003,-0.001,-0.001,-0.002,0.001,-0.031,0.001,-0.000,-0.031,-0.016,-0.001,-0.003,-0.002,-0.003,-0.002,0.000,0.000,-0.001,0.000,-0.032,0.001,-0.000,-0.032,-0.004,-0.002,-0.002,-0.002,-0.001
"4Q1",-0.003,-0.027,0.000,0.015,0.023,-0.033,0.000,0.018,0.008,-0.041,0.000,-0.003,0.016,-0.060,0.000,0.013,0.011,-0.052,0.000,0.018,0.009,5.440,0.000,-0.071,-0.102,0.006,0.000,0.017,0.008,-0.050,0.000,0.014,0.009,-0.026,0.000,0.014,0.012,-0.040,0.000,0.013,0.009,-0.028,-0.000,0.017,0.015,-0.006,0.000,-0.001,0.006,0.006,0.000,-0.000,0.003,0.001,0.000,0.001,0.002,0.008,0.008,0.008,0.000,0.008,0.028,0.008,0.006,0.008,0.000,0.008,0.091,0.008,0.000,0.008,0.000,0.008,0.006,0.008,0.006,0.008,0.000,0.004,0.009,0.003,0.006,0.002,0.000,-0.017,-0.002,-0.006,0.011,0.015,-0.075,0.016,0.022,-0.075,0.005,0.010,0.005,0.011,-0.016,0.014,0.012,0.012,0.011,0.008,0.029,0.009,0.028,0.029,0.013,0.013,0.016,0.024,0.021,0.025,0.004,0.002,0.010,0.010,-0.044,0.012,0.013,-0.044,0.001,0.007,0.013,0.005,0.003,0.006,0.015,0.014,0.024,0.005,0.027,0.005,0.031,0.027,0.008,0.001,0.024,0.022,0.020,0.023,0.013,0.012,0.014,0.006,0.035,0.007,0.032,0.035,0.019,0.010,0.019,0.024,0.020,0.026,-0.058,0.001,-0.284,0.003,-0.349,0.473,-0.665,-0.349,0.065,0.116,0.185,-0.151,-0.081,-0.176,0.012,0.012,0.014,0.003,0.043,0.004,0.040,0.043,0.014,0.002,0.024,0.021,0.018,0.022,0.014,0.014,0.015,0.005,0.037,0.006,0.034,0.037,0.013,0.003,0.023,0.022,0.020,0.023,0.005,0.003,0.012,0.010,-0.004,0.011,0.028,-0.004,0.011,0.010,0.014,0.017,0.011,0.019,0.016,0.014,0.022,0.007,0.019,0.008,0.031,0.019,0.004,0.001,0.022,0.020,0.020,0.020,0.008,0.008,0.011,0.007,-0.011,0.007,0.029,-0.011,0.016,0.010,0.016,0.020,0.009,0.023,-0.001,-0.002,0.001,0.001,-0.034,0.002,0.000,-0.034,-0.012,0.002,0.000,-0.003,-0.005,-0.002,-0.001,-0.001,-0.003,0.000,-0.025,0.001,-0.001,-0.025,-0.019,-0.000,-0.002,-0.004,-0.003,-0.004,0.000,0.001,-0.001,0.000,-0.029,0.000,-0.001,-0.029,-0.006,-0.002,-0.003,-0.002,-0.003
"4Q2",-0.008,-0.031,0.000,0.009,0.020,-0.052,0.000,0.014,0.007,-0.023,0.000,-0.010,0.010,-0.072,0.000,0.009,0.007,-0.071,0.000,0.015,0.007,5.196,0.000,-0.079,-0.066,-0.019,0.000,0.014,0.007,-0.068,0.000,0.011,0.006,-0.036,0.000,0.010,0.010,-0.053,0.000,0.009,0.005,-0.041,-0.000,0.013,0.013,-0.002,0.000,-0.003,0.003,0.010,0.000,-0.001,0.001,0.004,0.000,0.000,0.002,0.006,0.010,0.006,0.000,0.006,0.027,0.006,0.007,0.006,0.000,0.006,0.078,0.006,0.000,0.006,0.005,0.006,0.007,0.006,0.008,0.006,0.000,0.003,0.007,0.002,0.005,0.002,0.000,-0.007,0.001,-0.003,0.010,0.012,-0.066,0.014,0.017,-0.066,0.003,0.008,0.006,0.006,-0.014,0.009,0.013,0.014,0.012,0.008,0.034,0.008,0.025,0.034,0.010,0.010,0.016,0.022,0.022,0.022,0.008,0.008,0.008,0.005,-0.028,0.007,0.004,-0.028,0.003,0.009,0.015,-0.002,0.005,-0.005,0.016,0.014,0.023,0.004,0.036,0.005,0.024,0.036,0.004,0.001,0.024,0.017,0.021,0.016,0.015,0.015,0.015,0.006,0.039,0.006,0.029,0.039,0.015,0.007,0.019,0.022,0.022,0.023,-0.056,0.022,-0.359,0.007,-0.296,0.348,-0.564,-0.296,0.085,0.209,0.150,-0.091,-0.070,-0.098,0.012,0.012,0.015,0.003,0.047,0.004,0.036,0.047,0.011,-0.000,0.025,0.019,0.018,0.020,0.014,0.014,0.015,0.004,0.043,0.005,0.028,0.043,0.009,0.002,0.024,0.018,0.020,0.018,0.008,0.006,0.012,0.008,0.003,0.009,0.023,0.003,0.008,0.008,0.015,0.014,0.012,0.014,0.016,0.015,0.021,0.006,0.028,0.006,0.024,0.028,0.001,0.000,0.022,0.015,0.020,0.014,0.010,0.010,0.011,0.006,-0.005,0.006,0.025,-0.005,0.012,0.007,0.017,0.016,0.011,0.018,-0.000,-0.000,0.000,0.001,-0.027,0.001,-0.003,-0.027,-0.011,0.004,0.000,-0.006,-0.004,-0.006,-0.001,-0.000,-0.003,0.000,-0.019,0.000,-0.002,-0.019,-0.019,0.000,-0.002,-0.004,-0.002,-0.006,0.000,0.001,-0.001,0.000,-0.026,0.000,-0.002,-0.026,-0.008,-0.002,-0.003,-0.002,-0.004
"4Q3",-0.012,-0.028,0.000,0.004,0.017,-0.063,0.000,0.011,0.005,0.003,0.000,-0.016,0.005,-0.075,0.000,0.005,0.003,-0.083,0.000,0.011,0.005,4.939,0.000,-0.081,-0.032,-0.033,0.000,0.010,0.006,-0.076,0.000,0.007,0.004,-0.039,0.000,0.005,0.007,-0.056,0.000,0.004,0.002,-0.047,-0.000,0.010,0.010,0.002,0.000,-0.004,0.000,0.013,0.000,-0.002,0.000,0.006,0.000,-0.001,0.001,0.004,0.010,0.004,0.000,0.004,0.023,0.004,0.007,0.004,0.000,0.004,0.062,0.004,0.000,0.004,0.005,0.004,0.007,0.004,0.007,0.004,0.000,0.001,0.006,0.001,0.005,0.002,0.000,0.004,0.002,0.000,0.010,0.010,-0.057,0.012,0.012,-0.057,0.002,0.007,0.007,0.002,-0.012,0.004,0.014,0.015,0.013,0.007,0.037,0.008,0.022,0.037,0.007,0.007,0.017,0.019,0.022,0.018,0.012,0.013,0.007,-0.000,-0.012,0.002,-0.002,-0.012,0.005,0.011,0.016,-0.007,0.007,-0.012,0.016,0.014,0.022,0.003,0.043,0.004,0.017,0.043,0.001,0.001,0.024,0.012,0.020,0.009,0.016,0.016,0.016,0.005,0.042,0.006,0.025,0.042,0.011,0.005,0.020,0.020,0.022,0.019,-0.046,0.043,-0.391,0.010,-0.231,0.242,-0.458,-0.231,0.101,0.274,0.127,-0.027,-0.052,-0.018,0.012,0.012,0.015,0.003,0.051,0.003,0.031,0.051,0.007,-0.002,0.025,0.017,0.017,0.017,0.014,0.014,0.015,0.003,0.049,0.004,0.021,0.049,0.006,0.002,0.023,0.014,0.020,0.012,0.010,0.009,0.012,0.007,0.010,0.007,0.018,0.010,0.005,0.007,0.015,0.010,0.013,0.009,0.015,0.014,0.020,0.004,0.036,0.005,0.017,0.036,-0.001,0.000,0.022,0.011,0.020,0.008,0.011,0.011,0.011,0.005,0.001,0.005,0.020,0.001,0.008,0.005,0.017,0.013,0.011,0.013,0.001,0.001,-0.000,-0.000,-0.019,0.001,-0.005,-0.019,-0.011,0.005,-0.000,-0.007,-0.003,-0.009,-0.000,-0.000,-0.003,-0.000,-0.012,0.000,-0.003,-0.012,-0.019,0.001,-0.002,-0.005,-0.002,-0.007,0.000,0.001,-0.002,-0.000,-0.022,0.000,-0.002,-0.022,-0.008,-0.002,-0.003,-0.002,-0.005
"4Q4",-0.014,-0.023,0.000,-0.001,0.013,-0.072,0.000,0.007,0.003,0.027,0.000,-0.019,0.000,-0.076,0.000,0.001,-0.000,-0.092,0.000,0.008,0.003,4.664,0.000,-0.076,-0.001,-0.043,0.000,0.007,0.004,-0.080,0.000,0.003,0.001,-0.039,0.000,0.001,0.004,-0.056,0.000,0.001,-0.001,-0.050,-0.000,0.006,0.007,0.006,0.000,-0.004,-0.002,0.016,0.000,-0.003,-0.001,0.009,0.000,-0.001,0.000,0.001,0.009,0.001,0.000,0.001,0.017,0.001,0.006,0.001,0.000,0.001,0.047,0.001,0.000,0.001,0.000,0.001,0.006,0.001,0.006,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.014,0.004,0.002,0.009,0.007,-0.047,0.009,0.007,-0.047,0.001,0.006,0.007,-0.001,-0.010,-0.000,0.014,0.015,0.013,0.006,0.040,0.007,0.018,0.040,0.004,0.005,0.017,0.016,0.022,0.014,0.015,0.018,0.005,-0.004,0.003,-0.003,-0.005,0.003,0.006,0.013,0.016,-0.010,0.009,-0.016,0.015,0.014,0.020,0.001,0.050,0.003,0.011,0.050,-0.001,0.002,0.023,0.008,0.020,0.004,0.016,0.016,0.016,0.004,0.044,0.005,0.021,0.044,0.008,0.003,0.019,0.017,0.022,0.015,-0.030,0.063,-0.387,0.014,-0.157,0.172,-0.357,-0.157,0.114,0.314,0.112,0.034,-0.028,0.057,0.012,0.011,0.015,0.002,0.053,0.003,0.025,0.053,0.005,-0.003,0.024,0.014,0.017,0.013,0.014,0.014,0.014,0.002,0.053,0.003,0.015,0.053,0.003,0.001,0.023,0.011,0.019,0.008,0.011,0.011,0.012,0.005,0.015,0.006,0.013,0.015,0.004,0.007,0.015,0.007,0.014,0.005,0.014,0.014,0.018,0.003,0.043,0.004,0.011,0.043,-0.003,0.001,0.021,0.007,0.019,0.002,0.012,0.012,0.011,0.004,0.006,0.004,0.016,0.006,0.005,0.003,0.017,0.009,0.012,0.009,0.002,0.002,-0.001,-0.001,-0.012,-0.000,-0.006,-0.012,-0.010,0.006,-0.000,-0.008,-0.002,-0.010,-0.000,0.000,-0.003,-0.001,-0.005,-0.000,-0.003,-0.005,-0.018,0.002,-0.001,-0.005,-0.001,-0.008,0.000,0.001,-0.002,-0.000,-0.018,-0.000,-0.002,-0.018,-0.009,-0.002,-0.004,-0.001,-0.005
"5Q1",-0.014,-0.018,0.000,-0.005,0.010,-0.078,0.000,0.004,0.001,0.046,0.000,-0.019,-0.003,-0.074,0.000,-0.002,-0.003,-0.099,0.000,0.005,0.001,4.372,0.000,-0.066,0.026,-0.050,0.000,0.004,0.003,-0.082,0.000,0.001,-0.001,-0.039,0.000,-0.002,0.002,-0.055,0.000,-0.002,-0.004,-0.051,-0.000,0.004,0.004,0.009,0.000,-0.004,-0.003,0.018,0.000,-0.003,-0.002,0.010,0.000,-0.001,-0.000,-0.001,0.007,-0.001,0.000,-0.001,0.012,-0.001,0.005,-0.001,0.000,-0.001,0.033,-0.001,0.000,-0.001,0.000,-0.001,0.004,-0.001,0.005,-0.001,0.000,-0.001,0.000,-0.000,0.000,0.001,0.000,0.023,0.005,0.005,0.007,0.005,-0.038,0.007,0.004,-0.038,0.000,0.005,0.007,-0.004,-0.008,-0.003,0.014,0.014,0.013,0.005,0.041,0.006,0.014,0.041,0.002,0.004,0.016,0.014,0.021,0.011,0.017,0.022,0.003,-0.007,0.018,-0.006,-0.007,0.018,0.007,0.014,0.017,-0.011,0.011,-0.018,0.014,0.013,0.018,0.000,0.055,0.002,0.006,0.055,-0.003,0.002,0.022,0.005,0.019,-0.000,0.016,0.016,0.016,0.003,0.044,0.004,0.016,0.044,0.005,0.002,0.019,0.014,0.021,0.012,-0.010,0.080,-0.361,0.017,-0.080,0.126,-0.265,-0.080,0.123,0.331,0.105,0.090,-0.001,0.123,0.011,0.010,0.015,0.002,0.054,0.002,0.019,0.054,0.002,-0.003,0.023,0.011,0.016,0.009,0.013,0.013,0.014,0.001,0.056,0.002,0.010,0.056,0.001,0.002,0.022,0.008,0.018,0.004,0.012,0.012,0.011,0.003,0.020,0.004,0.009,0.020,0.002,0.006,0.015,0.005,0.014,0.002,0.013,0.013,0.016,0.001,0.049,0.002,0.006,0.049,-0.004,0.002,0.020,0.004,0.018,-0.002,0.012,0.012,0.010,0.003,0.011,0.003,0.012,0.011,0.002,0.002,0.016,0.006,0.012,0.005,0.002,0.003,-0.002,-0.001,-0.006,-0.001,-0.006,-0.006,-0.010,0.007,-0.000,-0.008,-0.001,-0.011,-0.000,0.000,-0.003,-0.001,0.001,-0.000,-0.002,0.001,-0.017,0.002,-0.001,-0.005,-0.001,-0.008,0.001,0.001,-0.002,-0.000,-0.014,-0.000,-0.002,-0.014,-0.010,-0.001,-0.004,-0.001,-0.006
"5Q2",-0.012,-0.013,0.000,-0.006,0.007,-0.082,0.000,0.002,-0.001,0.058,0.000,-0.017,-0.007,-0.072,0.000,-0.004,-0.006,-0.103,0.000,0.002,-0.000,4.067,0.000,-0.053,0.049,-0.055,0.000,0.001,0.001,-0.081,0.000,-0.001,-0.003,-0.038,0.000,-0.004,-0.000,-0.053,0.000,-0.004,-0.006,-0.052,-0.000,0.001,0.002,0.011,0.000,-0.004,-0.004,0.019,0.000,-0.003,-0.003,0.012,0.000,-0.001,-0.001,-0.003,0.005,-0.003,0.000,-0.003,0.007,-0.003,0.000,-0.003,0.000,-0.003,0.021,-0.003,0.000,-0.003,0.000,-0.003,0.000,-0.003,0.000,-0.003,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.032,0.006,0.006,0.006,0.003,-0.029,0.005,0.001,-0.029,-0.001,0.005,0.007,-0.006,-0.006,-0.006,0.013,0.014,0.012,0.004,0.041,0.005,0.011,0.041,0.000,0.003,0.016,0.011,0.020,0.008,0.020,0.026,0.002,-0.010,0.031,-0.009,-0.007,0.031,0.008,0.015,0.017,-0.011,0.013,-0.018,0.013,0.013,0.016,-0.001,0.059,0.001,0.002,0.059,-0.005,0.003,0.021,0.002,0.018,-0.004,0.016,0.016,0.016,0.003,0.044,0.003,0.012,0.044,0.003,0.001,0.018,0.011,0.020,0.008,0.010,0.096,-0.324,0.020,-0.001,0.095,-0.184,-0.001,0.129,0.333,0.104,0.139,0.026,0.180,0.010,0.010,0.014,0.001,0.054,0.002,0.013,0.054,0.000,-0.003,0.022,0.009,0.015,0.006,0.012,0.012,0.013,0.000,0.057,0.001,0.006,0.057,-0.001,0.002,0.021,0.005,0.017,0.001,0.013,0.013,0.010,0.002,0.024,0.002,0.005,0.024,0.001,0.006,0.014,0.002,0.013,-0.001,0.012,0.012,0.014,0.000,0.053,0.001,0.001,0.053,-0.005,0.003,0.019,0.001,0.017,-0.005,0.012,0.012,0.010,0.002,0.014,0.003,0.008,0.014,-0.001,0.001,0.015,0.004,0.012,0.001,0.003,0.004,-0.002,-0.001,0.000,-0.001,-0.006,0.000,-0.010,0.007,-0.000,-0.008,0.000,-0.011,0.000,0.001,-0.003,-0.001,0.007,-0.001,-0.002,0.007,-0.016,0.003,-0.001,-0.004,-0.000,-0.008,0.001,0.001,-0.002,-0.000,-0.011,-0.000,-0.002,-0.011,-0.010,-0.001,-0.004,-0.001,-0.006
"5Q3",-0.011,-0.008,0.000,-0.007,0.004,-0.084,0.000,-0.000,-0.003,0.062,0.000,-0.014,-0.009,-0.069,0.000,-0.005,-0.008,-0.105,0.000,0.000,-0.002,3.755,0.000,-0.041,0.067,-0.058,0.000,-0.001,-0.001,-0.080,0.000,-0.003,-0.005,-0.037,0.000,-0.005,-0.002,-0.051,0.000,-0.005,-0.008,-0.051,-0.000,-0.000,-0.001,0.012,0.000,-0.003,-0.005,0.019,0.000,-0.003,-0.003,0.012,0.000,-0.001,-0.001,-0.004,0.000,-0.004,0.000,-0.004,0.000,-0.004,0.000,-0.004,0.000,-0.004,0.010,-0.004,0.000,-0.004,0.000,-0.004,0.000,-0.004,0.000,-0.004,0.000,-0.002,0.000,-0.001,0.000,0.000,0.000,0.039,0.007,0.008,0.005,0.002,-0.021,0.003,-0.001,-0.021,-0.001,0.004,0.007,-0.008,-0.004,-0.008,0.013,0.013,0.012,0.003,0.041,0.004,0.007,0.041,-0.001,0.002,0.015,0.008,0.019,0.005,0.021,0.028,0.001,-0.011,0.043,-0.010,-0.006,0.043,0.007,0.015,0.016,-0.010,0.015,-0.018,0.012,0.012,0.015,-0.002,0.061,0.000,-0.002,0.061,-0.006,0.004,0.019,0.000,0.017,-0.006,0.015,0.015,0.015,0.002,0.042,0.003,0.009,0.042,0.001,-0.000,0.017,0.009,0.019,0.005,0.028,0.109,-0.284,0.022,0.076,0.074,-0.115,0.076,0.133,0.324,0.106,0.180,0.051,0.226,0.010,0.009,0.013,0.001,0.053,0.001,0.008,0.053,-0.001,-0.003,0.020,0.006,0.013,0.003,0.012,0.012,0.012,-0.001,0.058,0.000,0.002,0.058,-0.002,0.002,0.019,0.003,0.016,-0.001,0.013,0.014,0.009,0.000,0.027,0.001,0.002,0.027,-0.001,0.006,0.013,0.001,0.013,-0.003,0.011,0.011,0.012,-0.001,0.057,0.000,-0.002,0.057,-0.006,0.004,0.018,-0.001,0.016,-0.007,0.011,0.012,0.009,0.001,0.017,0.002,0.005,0.017,-0.003,-0.000,0.015,0.002,0.011,-0.002,0.003,0.004,-0.002,-0.002,0.005,-0.001,-0.006,0.005,-0.009,0.008,-0.000,-0.007,0.001,-0.010,0.000,0.001,-0.003,-0.001,0.011,-0.001,-0.001,0.011,-0.015,0.003,-0.001,-0.004,0.000,-0.007,0.001,0.001,-0.002,-0.001,-0.008,-0.000,-0.002,-0.008,-0.010,-0.001,-0.004,-0.001,-0.006
"5Q4",-0.009,-0.004,0.000,-0.007,0.002,-0.085,0.000,-0.002,-0.004,0.061,0.000,-0.011,-0.010,-0.066,0.000,-0.005,-0.010,-0.105,0.000,-0.001,-0.003,3.440,0.000,-0.029,0.081,-0.059,0.000,-0.002,-0.003,-0.078,0.000,-0.004,-0.006,-0.035,0.000,-0.005,-0.004,-0.049,0.000,-0.006,-0.010,-0.049,-0.000,-0.001,-0.002,0.012,0.000,-0.002,-0.005,0.018,0.000,-0.002,-0.004,0.013,0.000,-0.001,-0.002,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.005,0.000,-0.002,0.000,-0.001,0.000,-0.000,0.000,0.045,0.008,0.009,0.004,0.000,-0.014,0.002,-0.002,-0.014,-0.002,0.004,0.006,-0.009,-0.003,-0.009,0.012,0.012,0.011,0.002,0.039,0.003,0.004,0.039,-0.002,0.001,0.014,0.006,0.017,0.002,0.022,0.030,0.001,-0.012,0.053,-0.011,-0.005,0.053,0.007,0.015,0.016,-0.008,0.017,-0.016,0.011,0.011,0.013,-0.002,0.062,-0.001,-0.004,0.062,-0.007,0.005,0.018,-0.001,0.016,-0.008,0.014,0.014,0.014,0.001,0.040,0.002,0.005,0.040,-0.001,-0.000,0.016,0.006,0.017,0.003,0.045,0.120,-0.245,0.024,0.149,0.060,-0.059,0.149,0.134,0.309,0.112,0.212,0.075,0.262,0.009,0.008,0.012,0.001,0.051,0.001,0.004,0.051,-0.002,-0.002,0.019,0.004,0.012,0.001,0.011,0.011,0.011,-0.001,0.057,-0.000,-0.001,0.057,-0.004,0.003,0.018,0.002,0.015,-0.003,0.013,0.014,0.008,-0.001,0.029,0.000,0.000,0.029,-0.002,0.005,0.012,-0.001,0.013,-0.004,0.010,0.010,0.011,-0.001,0.058,-0.001,-0.005,0.058,-0.007,0.005,0.016,-0.002,0.014,-0.009,0.011,0.012,0.008,0.000,0.019,0.001,0.002,0.019,-0.005,-0.001,0.014,-0.000,0.011,-0.004,0.003,0.004,-0.002,-0.002,0.009,-0.002,-0.005,0.009,-0.009,0.008,-0.000,-0.007,0.002,-0.010,0.000,0.001,-0.002,-0.001,0.015,-0.001,-0.001,0.015,-0.014,0.004,-0.001,-0.003,0.001,-0.006,0.001,0.001,-0.002,-0.001,-0.005,-0.000,-0.002,-0.005,-0.010,-0.001,-0.004,-0.000,-0.006
